group,assigned_split,source_split,variant,classes,source_image,included,output_image
picture_hole_212,test,val,base,0,val/images/picture_hole_212.png,False,
picture_hole_213,train,test,base,0,test/images/picture_hole_213.png,True,split_v3/train/images/picture_hole_213.png
picture_hole_213,train,train,base,0,train/images/picture_hole_213.png,True,split_v3/train/images/picture_hole_213__src_train.png
picture_hole_213,train,train,g0.6,0,train/images/picture_hole_213_g0.6.png,False,
picture_hole_213,train,train,g1.6,0,train/images/picture_hole_213_g1.6.png,False,
picture_hole_213,train,train,r180,0,train/images/picture_hole_213_r180.png,True,split_v3/train/images/picture_hole_213_r180.png
picture_hole_213,train,train,r270,0,train/images/picture_hole_213_r270.png,True,split_v3/train/images/picture_hole_213_r270.png
picture_hole_213,train,train,r90,0,train/images/picture_hole_213_r90.png,True,split_v3/train/images/picture_hole_213_r90.png
picture_hole_214,train,test,base,0,test/images/picture_hole_214.png,True,split_v3/train/images/picture_hole_214.png
picture_hole_214,train,val,base,0,val/images/picture_hole_214.png,True,split_v3/train/images/picture_hole_214__src_val.png
picture_hole_215,train,test,base,0,test/images/picture_hole_215.png,True,split_v3/train/images/picture_hole_215.png
picture_hole_215,train,train,base,0,train/images/picture_hole_215.png,True,split_v3/train/images/picture_hole_215__src_train.png
picture_hole_215,train,train,g0.6,0,train/images/picture_hole_215_g0.6.png,False,
picture_hole_215,train,train,g1.6,0,train/images/picture_hole_215_g1.6.png,False,
picture_hole_215,train,train,r180,0,train/images/picture_hole_215_r180.png,True,split_v3/train/images/picture_hole_215_r180.png
picture_hole_215,train,train,r270,0,train/images/picture_hole_215_r270.png,True,split_v3/train/images/picture_hole_215_r270.png
picture_hole_215,train,train,r90,0,train/images/picture_hole_215_r90.png,True,split_v3/train/images/picture_hole_215_r90.png
picture_hole_216,train,val,base,0,val/images/picture_hole_216.png,True,split_v3/train/images/picture_hole_216.png
picture_hole_216__v2,train,val,base,0,val/images/picture_hole_216__v2.png,True,split_v3/train/images/picture_hole_216__v2.png
picture_hole_217,train,test,base,0,test/images/picture_hole_217.png,True,split_v3/train/images/picture_hole_217.png
picture_hole_217,train,val,base,0,val/images/picture_hole_217.png,True,split_v3/train/images/picture_hole_217__src_val.png
picture_hole_218,train,train,base,0,train/images/picture_hole_218.png,True,split_v3/train/images/picture_hole_218.png
picture_hole_218,train,train,g0.6,0,train/images/picture_hole_218_g0.6.png,False,
picture_hole_218,train,train,g1.6,0,train/images/picture_hole_218_g1.6.png,False,
picture_hole_218,train,train,r180,0,train/images/picture_hole_218_r180.png,True,split_v3/train/images/picture_hole_218_r180.png
picture_hole_218,train,train,r270,0,train/images/picture_hole_218_r270.png,True,split_v3/train/images/picture_hole_218_r270.png
picture_hole_218,train,train,r90,0,train/images/picture_hole_218_r90.png,True,split_v3/train/images/picture_hole_218_r90.png
picture_hole_218,train,val,base,0,val/images/picture_hole_218.png,True,split_v3/train/images/picture_hole_218__src_val.png
picture_hole_219,val,train,base,0,train/images/picture_hole_219.png,True,split_v3/val/images/picture_hole_219.png
picture_hole_219,val,train,g0.6,0,train/images/picture_hole_219_g0.6.png,False,
picture_hole_219,val,train,g1.6,0,train/images/picture_hole_219_g1.6.png,False,
picture_hole_219,val,train,r180,0,train/images/picture_hole_219_r180.png,False,
picture_hole_219,val,train,r270,0,train/images/picture_hole_219_r270.png,False,
picture_hole_219,val,train,r90,0,train/images/picture_hole_219_r90.png,False,
picture_hole_219,val,val,base,0,val/images/picture_hole_219.png,False,
picture_hole_220,train,test,base,0,test/images/picture_hole_220.png,True,split_v3/train/images/picture_hole_220.png
picture_hole_220__v2,train,test,base,0,test/images/picture_hole_220__v2.png,True,split_v3/train/images/picture_hole_220__v2.png
picture_hole_221,train,train,base,0,train/images/picture_hole_221.png,True,split_v3/train/images/picture_hole_221.png
picture_hole_221,train,train,g0.6,0,train/images/picture_hole_221_g0.6.png,False,
picture_hole_221,train,train,g1.6,0,train/images/picture_hole_221_g1.6.png,False,
picture_hole_221,train,train,r180,0,train/images/picture_hole_221_r180.png,True,split_v3/train/images/picture_hole_221_r180.png
picture_hole_221,train,train,r270,0,train/images/picture_hole_221_r270.png,True,split_v3/train/images/picture_hole_221_r270.png
picture_hole_221,train,train,r90,0,train/images/picture_hole_221_r90.png,True,split_v3/train/images/picture_hole_221_r90.png
picture_hole_221,train,val,base,0,val/images/picture_hole_221.png,True,split_v3/train/images/picture_hole_221__src_val.png
picture_hole_222,train,test,base,0,test/images/picture_hole_222.png,True,split_v3/train/images/picture_hole_222.png
picture_hole_222,train,train,base,0,train/images/picture_hole_222.png,True,split_v3/train/images/picture_hole_222__src_train.png
picture_hole_222,train,train,g0.6,0,train/images/picture_hole_222_g0.6.png,False,
picture_hole_222,train,train,g1.6,0,train/images/picture_hole_222_g1.6.png,False,
picture_hole_222,train,train,r180,0,train/images/picture_hole_222_r180.png,True,split_v3/train/images/picture_hole_222_r180.png
picture_hole_222,train,train,r270,0,train/images/picture_hole_222_r270.png,True,split_v3/train/images/picture_hole_222_r270.png
picture_hole_222,train,train,r90,0,train/images/picture_hole_222_r90.png,True,split_v3/train/images/picture_hole_222_r90.png
picture_hole_223,train,test,base,0,test/images/picture_hole_223.png,True,split_v3/train/images/picture_hole_223.png
picture_hole_223,train,val,base,0,val/images/picture_hole_223.png,True,split_v3/train/images/picture_hole_223__src_val.png
picture_hole_224,train,val,base,0,val/images/picture_hole_224.png,True,split_v3/train/images/picture_hole_224.png
picture_hole_224__v2,train,val,base,0,val/images/picture_hole_224__v2.png,True,split_v3/train/images/picture_hole_224__v2.png
picture_hole_225,train,test,base,0,test/images/picture_hole_225.png,True,split_v3/train/images/picture_hole_225.png
picture_hole_225,train,val,base,0,val/images/picture_hole_225.png,True,split_v3/train/images/picture_hole_225__src_val.png
picture_hole_226,train,train,base,0,train/images/picture_hole_226.png,True,split_v3/train/images/picture_hole_226.png
picture_hole_226,train,train,g0.6,0,train/images/picture_hole_226_g0.6.png,False,
picture_hole_226,train,train,g1.6,0,train/images/picture_hole_226_g1.6.png,False,
picture_hole_226,train,train,r180,0,train/images/picture_hole_226_r180.png,True,split_v3/train/images/picture_hole_226_r180.png
picture_hole_226,train,train,r270,0,train/images/picture_hole_226_r270.png,True,split_v3/train/images/picture_hole_226_r270.png
picture_hole_226,train,train,r90,0,train/images/picture_hole_226_r90.png,True,split_v3/train/images/picture_hole_226_r90.png
picture_hole_226,train,val,base,0,val/images/picture_hole_226.png,True,split_v3/train/images/picture_hole_226__src_val.png
picture_hole_227,train,test,base,0,test/images/picture_hole_227.png,True,split_v3/train/images/picture_hole_227.png
picture_hole_227,train,train,base,0,train/images/picture_hole_227.png,True,split_v3/train/images/picture_hole_227__src_train.png
picture_hole_227,train,train,g0.6,0,train/images/picture_hole_227_g0.6.png,False,
picture_hole_227,train,train,g1.6,0,train/images/picture_hole_227_g1.6.png,False,
picture_hole_227,train,train,r180,0,train/images/picture_hole_227_r180.png,True,split_v3/train/images/picture_hole_227_r180.png
picture_hole_227,train,train,r270,0,train/images/picture_hole_227_r270.png,True,split_v3/train/images/picture_hole_227_r270.png
picture_hole_227,train,train,r90,0,train/images/picture_hole_227_r90.png,True,split_v3/train/images/picture_hole_227_r90.png
picture_hole_228,train,test,base,0,test/images/picture_hole_228.png,True,split_v3/train/images/picture_hole_228.png
picture_hole_228__v2,train,test,base,0,test/images/picture_hole_228__v2.png,True,split_v3/train/images/picture_hole_228__v2.png
picture_hole_229,train,train,base,0,train/images/picture_hole_229.png,True,split_v3/train/images/picture_hole_229.png
picture_hole_229,train,train,g0.6,0,train/images/picture_hole_229_g0.6.png,False,
picture_hole_229,train,train,g1.6,0,train/images/picture_hole_229_g1.6.png,False,
picture_hole_229,train,train,r180,0,train/images/picture_hole_229_r180.png,True,split_v3/train/images/picture_hole_229_r180.png
picture_hole_229,train,train,r270,0,train/images/picture_hole_229_r270.png,True,split_v3/train/images/picture_hole_229_r270.png
picture_hole_229,train,train,r90,0,train/images/picture_hole_229_r90.png,True,split_v3/train/images/picture_hole_229_r90.png
picture_hole_229,train,val,base,0,val/images/picture_hole_229.png,True,split_v3/train/images/picture_hole_229__src_val.png
picture_hole_230,train,test,base,0,test/images/picture_hole_230.png,True,split_v3/train/images/picture_hole_230.png
picture_hole_230,train,train,base,0,train/images/picture_hole_230.png,True,split_v3/train/images/picture_hole_230__src_train.png
picture_hole_230,train,train,g0.6,0,train/images/picture_hole_230_g0.6.png,False,
picture_hole_230,train,train,g1.6,0,train/images/picture_hole_230_g1.6.png,False,
picture_hole_230,train,train,r180,0,train/images/picture_hole_230_r180.png,True,split_v3/train/images/picture_hole_230_r180.png
picture_hole_230,train,train,r270,0,train/images/picture_hole_230_r270.png,True,split_v3/train/images/picture_hole_230_r270.png
picture_hole_230,train,train,r90,0,train/images/picture_hole_230_r90.png,True,split_v3/train/images/picture_hole_230_r90.png
picture_hole_231,train,train,base,0,train/images/picture_hole_231.png,True,split_v3/train/images/picture_hole_231.png
picture_hole_231,train,train,g0.6,0,train/images/picture_hole_231_g0.6.png,False,
picture_hole_231,train,train,g1.6,0,train/images/picture_hole_231_g1.6.png,False,
picture_hole_231,train,train,r180,0,train/images/picture_hole_231_r180.png,True,split_v3/train/images/picture_hole_231_r180.png
picture_hole_231,train,train,r270,0,train/images/picture_hole_231_r270.png,True,split_v3/train/images/picture_hole_231_r270.png
picture_hole_231,train,train,r90,0,train/images/picture_hole_231_r90.png,True,split_v3/train/images/picture_hole_231_r90.png
picture_hole_231,train,val,base,0,val/images/picture_hole_231.png,True,split_v3/train/images/picture_hole_231__src_val.png
picture_hole_232,train,test,base,0,test/images/picture_hole_232.png,True,split_v3/train/images/picture_hole_232.png
picture_hole_232,train,train,base,0,train/images/picture_hole_232.png,True,split_v3/train/images/picture_hole_232__src_train.png
picture_hole_232,train,train,g0.6,0,train/images/picture_hole_232_g0.6.png,False,
picture_hole_232,train,train,g1.6,0,train/images/picture_hole_232_g1.6.png,False,
picture_hole_232,train,train,r180,0,train/images/picture_hole_232_r180.png,True,split_v3/train/images/picture_hole_232_r180.png
picture_hole_232,train,train,r270,0,train/images/picture_hole_232_r270.png,True,split_v3/train/images/picture_hole_232_r270.png
picture_hole_232,train,train,r90,0,train/images/picture_hole_232_r90.png,True,split_v3/train/images/picture_hole_232_r90.png
picture_hole_233,train,test,base,0,test/images/picture_hole_233.png,True,split_v3/train/images/picture_hole_233.png
picture_hole_233,train,val,base,0,val/images/picture_hole_233.png,True,split_v3/train/images/picture_hole_233__src_val.png
picture_hole_234,val,test,base,0,test/images/picture_hole_234.png,False,
picture_hole_234,val,val,base,0,val/images/picture_hole_234.png,True,split_v3/val/images/picture_hole_234.png
picture_hole_235,train,train,base,0,train/images/picture_hole_235.png,True,split_v3/train/images/picture_hole_235.png
picture_hole_235,train,train,g0.6,0,train/images/picture_hole_235_g0.6.png,False,
picture_hole_235,train,train,g1.6,0,train/images/picture_hole_235_g1.6.png,False,
picture_hole_235,train,train,r180,0,train/images/picture_hole_235_r180.png,True,split_v3/train/images/picture_hole_235_r180.png
picture_hole_235,train,train,r270,0,train/images/picture_hole_235_r270.png,True,split_v3/train/images/picture_hole_235_r270.png
picture_hole_235,train,train,r90,0,train/images/picture_hole_235_r90.png,True,split_v3/train/images/picture_hole_235_r90.png
picture_hole_235,train,val,base,0,val/images/picture_hole_235.png,True,split_v3/train/images/picture_hole_235__src_val.png
picture_hole_236,test,test,base,0,test/images/picture_hole_236.png,False,
picture_hole_236,test,train,base,0,train/images/picture_hole_236.png,True,split_v3/test/images/picture_hole_236.png
picture_hole_236,test,train,g0.6,0,train/images/picture_hole_236_g0.6.png,False,
picture_hole_236,test,train,g1.6,0,train/images/picture_hole_236_g1.6.png,False,
picture_hole_236,test,train,r180,0,train/images/picture_hole_236_r180.png,False,
picture_hole_236,test,train,r270,0,train/images/picture_hole_236_r270.png,False,
picture_hole_236,test,train,r90,0,train/images/picture_hole_236_r90.png,False,
picture_hole_237,val,test,base,0,test/images/picture_hole_237.png,False,
picture_hole_237,val,train,base,0,train/images/picture_hole_237.png,True,split_v3/val/images/picture_hole_237.png
picture_hole_237,val,train,g0.6,0,train/images/picture_hole_237_g0.6.png,False,
picture_hole_237,val,train,g1.6,0,train/images/picture_hole_237_g1.6.png,False,
picture_hole_237,val,train,r180,0,train/images/picture_hole_237_r180.png,False,
picture_hole_237,val,train,r270,0,train/images/picture_hole_237_r270.png,False,
picture_hole_237,val,train,r90,0,train/images/picture_hole_237_r90.png,False,
picture_hole_238,train,test,base,0,test/images/picture_hole_238.png,True,split_v3/train/images/picture_hole_238.png
picture_hole_238,train,val,base,0,val/images/picture_hole_238.png,True,split_v3/train/images/picture_hole_238__src_val.png
picture_hole_239,test,train,base,0,train/images/picture_hole_239.png,True,split_v3/test/images/picture_hole_239.png
picture_hole_239,test,train,g0.6,0,train/images/picture_hole_239_g0.6.png,False,
picture_hole_239,test,train,g1.6,0,train/images/picture_hole_239_g1.6.png,False,
picture_hole_239,test,train,r180,0,train/images/picture_hole_239_r180.png,False,
picture_hole_239,test,train,r270,0,train/images/picture_hole_239_r270.png,False,
picture_hole_239,test,train,r90,0,train/images/picture_hole_239_r90.png,False,
picture_hole_239,test,val,base,0,val/images/picture_hole_239.png,False,
picture_hole_240,train,test,base,0,test/images/picture_hole_240.png,True,split_v3/train/images/picture_hole_240.png
picture_hole_240,train,train,base,0,train/images/picture_hole_240.png,True,split_v3/train/images/picture_hole_240__src_train.png
picture_hole_240,train,train,g0.6,0,train/images/picture_hole_240_g0.6.png,False,
picture_hole_240,train,train,g1.6,0,train/images/picture_hole_240_g1.6.png,False,
picture_hole_240,train,train,r180,0,train/images/picture_hole_240_r180.png,True,split_v3/train/images/picture_hole_240_r180.png
picture_hole_240,train,train,r270,0,train/images/picture_hole_240_r270.png,True,split_v3/train/images/picture_hole_240_r270.png
picture_hole_240,train,train,r90,0,train/images/picture_hole_240_r90.png,True,split_v3/train/images/picture_hole_240_r90.png
picture_hole_241,train,train,base,0,train/images/picture_hole_241.png,True,split_v3/train/images/picture_hole_241.png
picture_hole_241,train,train,g0.6,0,train/images/picture_hole_241_g0.6.png,False,
picture_hole_241,train,train,g1.6,0,train/images/picture_hole_241_g1.6.png,False,
